0_0, 0_1, 0_2, 1_0, 1_1, 1_2, 2_0, 2_1, 2_2, has_horizontal, has_vertical
0.436, 0.436, 0.436, 0.571, 0.571, 0.571, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.637, 0.637, 0.637, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 0.497, 0.512, 0, 0.497, 0.512, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.631, 0, 0, 0.631, 0, 0, 0.631, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0.266, 1, 0, 0.266, 1, 0, 0.266, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.322, 0.322, 0.322, 0, 0, 0, 1, 0
0, 0.465, 0, 0.715, 1, 0.715, 0.635, 1, 0.635, 1, 1
0.611, 0.611, 0.611, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.56, 0, 0, 0.56, 0, 0, 0.56, 0, 0, 1
0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0
0, 0, 0.12, 0, 0, 0.12, 0, 0, 0.12, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.428, 0.723, 0.684, 1, 1, 0, 0.428, 0.723, 1, 1
0, 0, 0, 0.776, 0.776, 0.776, 0.752, 0.752, 0.752, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.688, 0.344, 0, 0.688, 0.344, 0, 0.688, 0.344, 0, 1
0.492, 0.492, 0.492, 0.24, 0.24, 0.24, 0, 0, 0, 1, 0
0.798, 1, 1, 0, 0.646, 0.287, 0.1, 0.746, 0.387, 1, 1
0.608, 0, 0.252, 0.989, 0.38, 0.632, 0.608, 0, 0.252, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.301, 0, 0, 0.301, 0, 0, 0.629, 0.328, 0.328, 1, 1
0, 0.216, 0, 0, 0.216, 0, 0, 0.216, 0, 0, 1
0, 0.256, 0.174, 0.737, 0.993, 0.911, 0.1, 0.356, 0.274, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.587, 0, 0, 0.587, 0, 0, 0.587, 0, 0, 0, 1
1, 0.488, 0.488, 0.678, 0, 0, 0.778, 0.1, 0.1, 1, 1
0.1, 0.1, 0, 0.1, 0.1, 0, 0.1, 0.1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.621, 0, 0, 0.621, 0, 0, 0.789, 0.168, 0.168, 1, 1
0, 0, 0, 0, 0, 0, 0.494, 0.494, 0.494, 1, 0
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.241, 0.241, 0.241, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.679, 0.679, 0.679, 0.596, 0.596, 0.596, 1, 0
0.642, 0.259, 0, 0.642, 0.259, 0, 0.642, 0.259, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.406, 0.1, 0.1, 0.306, 0, 0, 0.406, 0.1, 0.1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.484, 0, 0.715, 0.484, 0, 0.715, 0.484, 0, 0.715, 0, 1
0.652, 0.652, 0.652, 0.653, 0.653, 0.653, 0, 0, 0, 1, 0
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.199, 0.199, 0.199, 0.24, 0.24, 0.24, 1, 0
0, 0.521, 0.287, 0, 0.521, 0.287, 0, 0.521, 0.287, 0, 1
0.859, 0.13, 0, 0.859, 0.13, 0, 0.859, 0.13, 0, 0, 1
0, 0, 0.368, 0.109, 0.109, 0.476, 0, 0, 0.368, 1, 1
0.802, 0.802, 0.802, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0.24, 0, 0, 0.24, 0.674, 0.674, 0.914, 1, 1
0, 0, 0, 0.312, 0.312, 0.312, 0.249, 0.249, 0.249, 1, 0
0.472, 0.572, 1, 0, 0.1, 0.934, 0.528, 0.628, 1, 1, 1
0.6, 0.1, 0, 1, 0.982, 0.882, 1, 0.51, 0.41, 1, 1
0.651, 0.722, 0, 0.751, 0.822, 0.1, 1, 1, 0.371, 1, 1
0, 0.799, 0, 0, 0.799, 0, 0.646, 1, 0.646, 1, 1
0.528, 0.528, 1, 0, 0, 1, 0.551, 0.551, 1, 1, 1
0, 0.651, 0.161, 0.716, 1, 0.877, 0.1, 0.751, 0.261, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.617, 0.617, 0.617, 0.552, 0.552, 0.552, 1, 0
0, 0, 0, 0.516, 0.516, 0.516, 0.793, 0.793, 0.793, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.57, 0.638, 0, 0.57, 0.638, 0, 0.57, 0.638, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.17, 0.17, 0.17, 1, 1, 1, 1, 0
0, 0.498, 0, 0, 0.498, 0, 0, 0.498, 0, 0, 1
1, 1, 1, 0.787, 0.787, 0.787, 0, 0, 0, 1, 0
0.14, 0.1, 0, 0.14, 0.1, 0, 0.14, 0.1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.431, 0.383, 0, 0.694, 0.645, 0.262, 0.431, 0.383, 0, 1, 1
0, 0, 0.716, 0, 0, 0.716, 0, 0, 0.716, 0, 1
0.551, 0.551, 0.551, 0.524, 0.524, 0.524, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.553, 0.553, 0.553, 0.845, 0.845, 0.845, 1, 0
0.576, 0.576, 0.576, 0.672, 0.672, 0.672, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.442, 0, 0, 1, 0.996, 0.996, 0.442, 0, 0, 1, 1
0.211, 0.211, 0.211, 0, 0, 0, 0.312, 0.312, 0.312, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.818, 0.35, 0, 0.818, 0.35, 0, 1, 0.534, 0.184, 1, 1
0, 0, 0.1, 0.269, 0.269, 0.369, 1, 1, 1, 1, 1
0.63, 0, 0, 0.815, 0.185, 0.185, 1, 0.488, 0.488, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.589, 0.476, 0.33, 0.919, 0.806, 0, 0.589, 0.476, 1, 1
0, 0, 0, 0, 0, 0, 0.354, 0.354, 0.354, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.684, 0.754, 0, 0.684, 0.754, 0.901, 1, 1, 1, 1
1, 0.671, 0.671, 0.905, 0.557, 0.557, 0.348, 0, 0, 1, 1
0, 0, 0, 0.58, 0.58, 0.58, 0.796, 0.796, 0.796, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.732, 0.572, 0, 0.732, 0.572, 0.306, 1, 0.879, 1, 1
0, 0, 0, 0.408, 0.408, 0.408, 0, 0, 0, 1, 0
0.1, 0.598, 0, 0.1, 0.598, 0, 0.1, 0.598, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.135, 0.135, 0.135, 0, 0, 0, 0, 0, 0, 1, 0
1, 0.473, 0.473, 0.876, 0, 0, 0.876, 0, 0, 1, 1
0, 0, 0.461, 0, 0, 0.461, 0, 0, 0.461, 0, 1
0, 0.237, 0.708, 0, 0.237, 0.708, 0, 0.237, 0.708, 0, 1
0, 0.801, 0, 0, 0.801, 0, 0, 0.801, 0, 0, 1
0, 0.756, 0, 0.321, 1, 0.321, 0.235, 0.991, 0.235, 1, 1
0.193, 0, 0.494, 0.193, 0, 0.494, 0.193, 0, 0.494, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0.564, 0.564, 0.564, 0.356, 0.356, 0.356, 0, 0, 0, 1, 0
0, 0, 0, 0.316, 0.316, 0.316, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0.995, 0.995, 0.995, 0, 0, 0, 1, 0
0.682, 0.604, 0, 0.682, 0.604, 0, 0.682, 0.604, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.816, 0.792, 0.792, 1, 0.1, 0.1, 0.916, 1, 1
0, 0, 0, 0, 0, 0, 0.305, 0.305, 0.305, 1, 0
1, 1, 0.82, 1, 1, 0.556, 1, 0.872, 0, 1, 1
0, 0, 0.612, 0, 0, 0.612, 0, 0, 0.612, 0, 1
0, 0.347, 0, 0.287, 0.634, 0.287, 0, 0.347, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.794, 0, 0, 0.794, 0, 0, 0.907, 0.113, 0.113, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.1, 0.36, 0, 0.1, 0.36, 0, 0.1, 0.36, 0, 1
1, 1, 0.664, 0.499, 0.684, 0.1, 0.399, 0.584, 0, 1, 1
0.579, 0.579, 0.579, 0.669, 0.669, 0.669, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.72, 0.72, 0.72, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.63, 0.63, 1, 0, 0, 0.982, 0, 0, 0.982, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.582, 0.661, 0.594, 1, 1, 0.629, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.293, 0, 0.209, 0.503, 0.209, 0, 0.293, 0, 1, 1
0.868, 0.868, 0.868, 1, 1, 1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0.141, 0.1, 0, 0.141, 0.1, 0, 0.141, 0, 1
0, 0, 0.1, 0.1, 0.1, 0.2, 0, 0, 0.1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.601, 0.626, 0.597, 1, 1, 0, 0.601, 0.626, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.864, 0.864, 0.864, 1, 0
0, 0, 0, 0.446, 0.446, 0.446, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.237, 0, 0, 0.237, 0, 0, 0.237, 0, 0, 0, 1
0, 0, 0, 0.523, 0.523, 0.523, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141, 0.141, 0.141, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.492, 0, 0, 0.492, 0, 0, 0.492, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0.203, 0, 0, 0.203, 0, 0, 0.203, 0, 0, 1
0.346, 0.346, 0.346, 0.717, 0.717, 0.717, 0, 0, 0, 1, 0
0, 0, 0, 0.577, 0.577, 0.577, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.615, 0.615, 0.615, 0, 0, 0, 0.337, 0.337, 0.337, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.764, 0, 0, 0.764, 0, 0, 0.764, 0, 1
0.1, 0.432, 0, 0.1, 0.432, 0, 0.599, 0.931, 0.499, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.616, 0.616, 1, 0, 0, 0.884, 0.232, 0.232, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.791, 0.1, 0, 0.791, 0.1, 0, 0.791, 0.1, 0, 1
1, 0.19, 0.19, 0.984, 0, 0, 1, 0.804, 0.804, 1, 1
0.53, 0.53, 1, 0.57, 0.57, 1, 0, 0, 0.591, 1, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.19, 0.29, 0.876, 1, 1, 0, 0.19, 0.29, 1, 1
0, 0, 0, 0.828, 0.828, 0.828, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.392, 0, 0, 0.392, 0, 0, 0.392, 0, 1
0.69, 0, 0.54, 0.69, 0, 0.54, 0.69, 0, 0.54, 0, 1
0.677, 0, 0, 0.677, 0, 0, 0.677, 0, 0, 0, 1
0.37, 0.37, 0.37, 0, 0, 0, 0, 0, 0, 1, 0
0.568, 0, 0, 0.568, 0, 0, 0.568, 0, 0, 0, 1
0.751, 0, 0, 0.751, 0, 0, 0.751, 0, 0, 0, 1
0.359, 0.393, 0, 0.359, 0.393, 0, 0.359, 0.393, 0, 0, 1
0.56, 1, 0.56, 0, 0.806, 0, 0, 0.806, 0, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.309, 0.309, 0.309, 1, 0
0.711, 0, 0, 0.711, 0, 0, 0.711, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.914, 0.447, 0, 0.914, 0.447, 0, 0.914, 0.447, 0, 0, 1
0.172, 0.461, 0, 0.476, 0.766, 0.304, 0.172, 0.461, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.212, 0.212, 0.212, 0, 0, 0, 1, 0
1, 1, 0.718, 0.867, 0.42, 0, 1, 1, 0.718, 1, 1
0.1, 0.1, 0.1, 0, 0, 0, 0.672, 0.672, 0.672, 1, 0
0, 0, 0.48, 0, 0, 0.48, 0, 0, 0.48, 0, 1
0.544, 0.641, 0, 0.544, 0.641, 0, 0.544, 0.641, 0, 0, 1
0.557, 0.557, 0.557, 0, 0, 0, 0.396, 0.396, 0.396, 1, 0
0, 0.781, 0, 0, 0.781, 0, 0.808, 1, 0.808, 1, 1
0.194, 0, 0.499, 0.826, 0.632, 1, 0.796, 0.602, 1, 1, 1
0.534, 0.361, 0.845, 0.173, 0, 0.484, 0.173, 0, 0.484, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.677, 0, 1, 0.777, 0.1, 1, 0.677, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.963, 0.963, 0.963, 0.761, 0.761, 0.761, 0, 0, 0, 1, 0
0.951, 0.378, 0.378, 0.573, 0, 0, 0.935, 0.362, 0.362, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.51, 0.1, 0.1, 0.41, 0, 0, 0.41, 0, 0, 1, 1
0.696, 0.696, 0.696, 0, 0, 0, 0, 0, 0, 1, 0
0.587, 0.774, 0.587, 0, 0.187, 0, 0.397, 0.584, 0.397, 1, 1
0.288, 0.678, 0, 1, 1, 0.943, 0.288, 0.678, 0, 1, 1
0.5, 0.5, 1, 0, 0, 0.635, 0.825, 0.825, 1, 1, 1
1, 1, 1, 0, 1, 0.495, 0.479, 1, 0.974, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.37, 0.37, 0.37, 0.352, 0.352, 0.352, 1, 0
0.166, 0, 0, 0.166, 0, 0, 0.575, 0.409, 0.409, 1, 1
0, 0, 0, 0.44, 0.44, 0.44, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.547, 0, 0, 0.547, 0, 0, 0.547, 0, 1
0.652, 0.122, 0.122, 1, 1, 1, 0.53, 0, 0, 1, 1
0.307, 0, 0.597, 0.307, 0, 0.597, 0.307, 0, 0.597, 0, 1
0, 0, 0, 0.843, 0.843, 0.843, 0.699, 0.699, 0.699, 1, 0
0.474, 0.474, 0.474, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.6, 0.179, 0.417, 1, 0.596, 0, 0.6, 0.179, 1, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.169, 0.417, 0, 0.169, 0.417, 0, 0.169, 0.417, 0, 0, 1
0.202, 0.569, 0, 0.302, 0.669, 0.1, 0.993, 1, 0.791, 1, 1
0, 0, 0, 0.499, 0.499, 0.499, 0, 0, 0, 1, 0
0.36, 0, 0.359, 0.36, 0, 0.359, 0.36, 0, 0.359, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.599, 0.1, 0, 0.499, 0, 0, 0.499, 0, 1, 1
0, 0.564, 0.437, 0, 0.564, 0.437, 0, 0.564, 0.437, 0, 1
0, 0, 0, 0.19, 0.19, 0.19, 0, 0, 0, 1, 0
0, 0.376, 0, 0, 0.376, 0, 0, 0.376, 0, 0, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
1, 1, 1, 0, 0.305, 0.27, 0.598, 0.904, 0.868, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.675, 0.675, 0.665, 0, 0, 0.665, 0, 0, 1, 1
0, 0, 0, 0.839, 0.839, 0.839, 0, 0, 0, 1, 0
0.454, 0.454, 0.454, 0, 0, 0, 0.476, 0.476, 0.476, 1, 0
1, 1, 0.666, 1, 1, 0.582, 0.853, 0.716, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.118, 0, 0, 0.118, 0, 0, 0.118, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.438, 0.438, 0.438, 0, 0, 0, 0.384, 0.384, 0.384, 1, 0
0, 0, 0, 0.1, 0.1, 0.1, 0.746, 0.746, 0.746, 1, 0
0, 0.253, 0.527, 0, 0.253, 0.527, 0, 0.253, 0.527, 0, 1
0.46, 0, 0.155, 0.46, 0, 0.155, 0.46, 0, 0.155, 0, 1
0.26, 0, 0, 0.26, 0, 0, 0.26, 0, 0, 0, 1
0, 0.935, 0, 0, 0.935, 0, 0, 0.935, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.771, 0, 0, 0.771, 0, 0, 0.771, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.249, 0.249, 0.249, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.379, 0.379, 0.379, 0, 0, 0, 1, 0
0.352, 0.523, 0, 0.352, 0.523, 0, 0.352, 0.523, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.365, 0.365, 0.365, 0, 0, 0, 0.797, 0.797, 0.797, 1, 0
0.61, 0.61, 1, 0, 0, 0.472, 0.871, 0.871, 1, 1, 1
0.112, 0.759, 0, 0.112, 0.759, 0, 0.112, 0.759, 0, 0, 1
0, 0, 0, 0.54, 0.54, 0.54, 0.729, 0.729, 0.729, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.73, 0.73, 0.73, 1, 0
0.134, 0.971, 0.134, 0.37, 1, 0.37, 0, 0.838, 0, 1, 1
0.156, 1, 0.156, 0, 0.896, 0, 0, 0.896, 0, 1, 1
0, 0.493, 0, 0.875, 1, 0.875, 0.396, 0.888, 0.396, 1, 1
0.747, 0.916, 0.231, 0.704, 0.873, 0.187, 0.516, 0.686, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.853, 0.348, 0, 0.853, 0.348, 0, 1, 0.708, 0.36, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.578, 0.36, 0.36, 0.218, 0, 0, 0.69, 0.472, 0.472, 1, 1
0, 0, 0, 0.615, 0.615, 0.615, 0, 0, 0, 1, 0
0.447, 0.447, 0.447, 0, 0, 0, 0.623, 0.623, 0.623, 1, 0
0, 0, 0.591, 0.907, 0.907, 1, 0.256, 0.256, 0.847, 1, 1
0.969, 0.969, 0.969, 0, 0, 0, 0, 0, 0, 1, 0
0.35, 0.35, 0.35, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0.799, 0.96, 0.96, 1, 0, 0, 0.799, 1, 1
0, 0, 0, 0.188, 0.188, 0.188, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.425, 0.425, 0.525, 0.695, 0.695, 0.795, 0, 0, 0.1, 1, 1
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.932, 0.343, 0, 0.932, 0.343, 0.783, 1, 1, 1, 1
0.921, 0.696, 0.875, 0.226, 0, 0.18, 0.226, 0, 0.18, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.117, 0, 0.915, 1, 0.915, 0.636, 0.753, 0.636, 1, 1
0, 0, 0.95, 0.56, 0.56, 1, 0.861, 0.861, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0.379, 0.9, 0.701, 0, 1, 0.87, 0.169, 1, 1
0, 0, 0.746, 0, 0, 0.746, 0, 0, 0.746, 0, 1
0.335, 0.335, 0.335, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.53, 0.53, 0.53, 1, 0
1, 0.824, 1, 0.521, 0, 0.584, 0.521, 0, 0.584, 1, 1
0.1, 0.75, 0, 0.1, 0.75, 0, 0.1, 0.75, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.561, 0.661, 1, 0.833, 0.933, 0.772, 0, 0.1, 1, 1
0.7, 0, 0, 0.7, 0, 0, 0.861, 0.161, 0.161, 1, 1
0.548, 0.548, 0.548, 0, 0, 0, 0, 0, 0, 1, 0
0.789, 0, 0, 0.789, 0, 0, 1, 0.281, 0.281, 1, 1
0.321, 0, 0.563, 0.321, 0, 0.563, 0.815, 0.493, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.575, 0.575, 0.575, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.288, 0.288, 0.288, 1, 0
0.405, 0.1, 0, 0.405, 0.1, 0, 0.405, 0.1, 0, 0, 1
0.382, 0.382, 0.382, 0, 0, 0, 0, 0, 0, 1, 0
0.474, 0, 0.726, 0.474, 0, 0.726, 0.474, 0, 0.726, 0, 1
0, 0, 0, 0.641, 0.641, 0.641, 0.431, 0.431, 0.431, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.709, 0.317, 0, 0.709, 0.317, 0, 0.709, 0.317, 0, 1
0, 0.698, 0, 0, 0.698, 0, 0, 0.698, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.815, 0.815, 0.815, 0.504, 0.504, 0.504, 0, 0, 0, 1, 0
0.761, 0, 0, 0.761, 0, 0, 1, 0.629, 0.629, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0.1, 1, 0, 0.1, 1, 0, 0.1, 0, 1
0.871, 0, 0.495, 0.871, 0, 0.495, 0.871, 0, 0.495, 0, 1
0, 0, 0, 0, 0, 0, 0.362, 0.362, 0.362, 1, 0
0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0
0.528, 0, 0, 0.528, 0, 0, 0.528, 0, 0, 0, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0.573, 0, 0.192, 1, 0.532, 0.724, 0.573, 0, 0.192, 1, 1
0.201, 0.201, 0.301, 0, 0, 0.1, 0, 0, 0.1, 1, 1
0, 0.139, 0.654, 0, 0.139, 0.654, 0, 0.139, 0.654, 0, 1
0.1, 0.541, 0, 0.1, 0.541, 0, 0.1, 0.541, 0, 0, 1
0.462, 0, 0, 1, 0.619, 0.619, 0.723, 0.261, 0.261, 1, 1
0.561, 0.561, 0.561, 0, 0, 0, 0, 0, 0, 1, 0
0.964, 1, 0.964, 0, 0.607, 0, 0, 0.607, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.888, 0, 0, 0.888, 0, 0, 0.888, 0, 0, 0, 1
0, 0.652, 0.289, 0, 0.652, 0.289, 0, 0.652, 0.289, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.47, 0.57, 0.919, 0, 0.1, 1, 0.937, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.513, 0.513, 0.513, 0, 0, 0, 0, 0, 0, 1, 0
0.244, 0.244, 0.244, 0, 0, 0, 0.313, 0.313, 0.313, 1, 0
0.329, 0.329, 0.329, 0.633, 0.633, 0.633, 0, 0, 0, 1, 0
0, 0.333, 0, 0.699, 1, 0.699, 0, 0.333, 0, 1, 1
0.688, 0, 0.447, 0.688, 0, 0.447, 0.688, 0, 0.447, 0, 1
0.493, 0.493, 0.493, 0, 0, 0, 0.638, 0.638, 0.638, 1, 0
0, 0, 0, 0, 0, 0, 0.563, 0.563, 0.563, 1, 0
0, 0.386, 0.778, 0, 0.386, 0.778, 0, 0.386, 0.778, 0, 1
0.77, 0.77, 0.77, 0, 0, 0, 0, 0, 0, 1, 0
